Study	Sample	Library layout	Published year	Information	Tissue	Stage	Treatment	Type	Doi
PRJNA428769	SRR6454065	pair-end	2019	Jaune a collet vert	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454066	pair-end	2019	Tina	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454067	pair-end	2019	Villala ME0101	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454068	pair-end	2019	Angus	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454069	pair-end	2019	Ragged Jacontrol	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454070	pair-end	2019	Laugabolsrofa	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454071	pair-end	2019	Ceres	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454072	pair-end	2019	Essex model	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454073	pair-end	2019	Strafford	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454074	pair-end	2019	Ditmars swede	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454075	pair-end	2019	Midas	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454086	pair-end	2019	BAU-M/50	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454087	pair-end	2019	BAU-M/58	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454098	pair-end	2019	Gan You no. 3	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454099	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454100	pair-end	2019	AMERICAN PURPLETOP	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454101	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454102	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454103	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454104	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454105	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454106	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454107	pair-end	2019	NU 52585	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454108	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454140	pair-end	2019	Siberian	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454142	pair-end	2019	DH Yudal	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454143	pair-end	2019	John Mcontrolay Isobel Parkin	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454147	pair-end	2019	KS1701	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454148	pair-end	2019	Drummonds purple	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454149	pair-end	2019	Oetofte	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454150	pair-end	2019	Kohalik sinine	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454151	pair-end	2019	Siberische Boerenkool	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454152	pair-end	2019	Bristol white	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454154	pair-end	2019	CR 742/91	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454156	pair-end	2019	Conqueror bronze green	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454157	pair-end	2019	New Hakuran	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA398789	SRR6685963	single-end	2018	Westar(spring),16  degree celsiusC,after vernalization	Leaf	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685964	single-end	2018	Westar(spring),16  degree celsiusC,after vernalization	Leaf	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685965	single-end	2018	Westar(spring),16  degree celsiusC,before vernalisation	Shoot apex	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685966	single-end	2018	Westar(spring),16  degree celsiusC,after vernalization	Leaf	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685967	single-end	2018	Westar(spring),5  degree celsiusC,during vernalization	Shoot apex	Other	Abiotic	Cold	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685968	single-end	2018	Westar(spring),5  degree celsiusC,during vernalization	Shoot apex	Other	Abiotic	Cold	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685969	single-end	2018	Westar(spring),16  degree celsiusC,after vernalisation	Shoot apex	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685970	single-end	2018	Westar(spring),16  degree celsiusC,after vernalisation	Shoot apex	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685971	single-end	2018	Westar(spring),5  degree celsiusC,during vernalization	Leaf	Other	Abiotic	Cold	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685972	single-end	2018	Westar(spring),16  degree celsiusC,before vernalisation	Leaf	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685973	single-end	2018	Westar(spring),16  degree celsiusC,after vernalisation	Shoot apex	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685974	single-end	2018	Westar(spring),5  degree celsiusC,during vernalization	Shoot apex	Other	Abiotic	Cold	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685975	single-end	2018	Westar(spring),5  degree celsiusC,during vernalization	Shoot apex	Other	Abiotic	Cold	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685976	single-end	2018	Westar(spring),16  degree celsiusC,before vernalisation	Shoot apex	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685977	single-end	2018	Westar(spring),16  degree celsiusC,before vernalisation	Leaf	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685978	single-end	2018	Westar(spring),16  degree celsiusC,after vernalisation	Shoot apex	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685979	single-end	2018	Westar(spring),16  degree celsiusC,after vernalisation	Shoot apex	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685980	single-end	2018	Westar(spring),16  degree celsiusC,after vernalisation	Shoot apex	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685981	single-end	2018	Westar(spring),5  degree celsiusC,during vernalization	Leaf	Other	Abiotic	Cold	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685982	single-end	2018	Westar(spring),5  degree celsiusC,during vernalization	Leaf	Other	Abiotic	Cold	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685983	single-end	2018	Westar(spring),5  degree celsiusC,during vernalization	Leaf	Other	Abiotic	Cold	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685984	single-end	2018	Westar(spring),16  degree celsiusC,after vernalization	Leaf	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA398789	SRR6685985	single-end	2018	Westar(spring),16  degree celsiusC,after vernalization	Leaf	Other	Development	Unclear	10.1038/s41598-019-51212-x
PRJNA435909	SRR6781797	pair-end	2018	Rongyou No.16,0.5 mM P(normal)	Seedlings	Seedling	Development	Normal	10.1007/s00425-019-03201-7
PRJNA435909	SRR6781798	pair-end	2018	Rongyou No.16,Deficiency of P,7day	Seedlings	Seedling	Abiotic	Other	10.1007/s00425-019-03201-7
PRJNA435909	SRR6781799	pair-end	2018	Rongyou No.16,0.5 mM P(normal)	Seedlings	Seedling	Development	Normal	10.1007/s00425-019-03201-7
PRJNA435909	SRR6781800	pair-end	2018	Rongyou No.16,Deficiency of P,7day	Seedlings	Seedling	Development	Normal	10.1007/s00425-019-03201-7
PRJNA435810	SRR6785550	pair-end	2018	ZS11, 1-mM CdCl2,72h	Seedlings	Seedling	Abiotic	Other	10.1007/s11356-018-3227-0
PRJNA435810	SRR6785551	pair-end	2018	ZS11, control	Seedlings	Seedling	Development	Normal	10.1007/s11356-018-3227-0
PRJNA435810	SRR6785552	pair-end	2018	ZS11, 1-mM CdCl2,24h	Seedlings	Seedling	Abiotic	Other	10.1007/s11356-018-3227-0
PRJNA449400	SRR6974182	pair-end	2018	AACC(resynthesized B. napus)	Leaf	Seedling	Development	Normal	 10.1186/s12864-018-4966-5
PRJNA449400	SRR6974183	pair-end	2018	AACC(resynthesized B. napus)	Leaf	Seedling	Development	Normal	 10.1186/s12864-018-4966-5
PRJNA449400	SRR6974186	pair-end	2018	AACC(resynthesized B. napus)	Leaf	Seedling	Development	Normal	 10.1186/s12864-018-4966-5
PRJNA453137	SRR7058994	pair-end	2018	low SBR(Stem breaking resistance ) lines	Stem	Maturation	Development	Normal	10.3389/fpls.2018.00796
PRJNA453137	SRR7058995	pair-end	2018	high SBR(Stem breaking resistance ) lines	Stem	Maturation	Development	Normal	10.3389/fpls.2018.00796
PRJNA453137	SRR7058996	pair-end	2018	high SBR(Stem breaking resistance ) lines	Stem	Flowering	Development	Normal	10.3389/fpls.2018.00796
PRJNA453137	SRR7058997	pair-end	2018	high SBR(Stem breaking resistance ) lines	Stem	Flowering	Development	Normal	10.3389/fpls.2018.00796
PRJNA453137	SRR7058998	pair-end	2018	low SBR(Stem breaking resistance ) lines	Stem	Flowering	Development	Normal	10.3389/fpls.2018.00796
PRJNA453137	SRR7058999	pair-end	2018	high SBR(Stem breaking resistance ) lines	Stem	Flowering	Development	Normal	10.3389/fpls.2018.00796
PRJNA453137	SRR7059000	pair-end	2018	low SBR(Stem breaking resistance ) lines	Stem	Flowering	Development	Normal	10.3389/fpls.2018.00796
PRJNA453137	SRR7059001	pair-end	2018	low SBR(Stem breaking resistance ) lines	Stem	Flowering	Development	Normal	10.3389/fpls.2018.00796
PRJNA453137	SRR7059002	pair-end	2018	high SBR(Stem breaking resistance ) lines	Stem	Maturation	Development	Normal	10.3389/fpls.2018.00796
PRJNA453137	SRR7059003	pair-end	2018	high SBR(Stem breaking resistance ) lines	Stem	Maturation	Development	Normal	10.3389/fpls.2018.00796
PRJNA453137	SRR7059004	pair-end	2018	low SBR(Stem breaking resistance ) lines	Stem	Maturation	Development	Normal	10.3389/fpls.2018.00796
PRJNA453137	SRR7059005	pair-end	2018	low SBR(Stem breaking resistance ) lines	Stem	Maturation	Development	Normal	10.3389/fpls.2018.00796
PRJNA470566	SRR7135732	pair-end	2018	Y9(YN171and93275),30?DAP (days after pollination),cotyledon	Endosperm	Other	Development	Normal	10.1093/dnares/dsy030
PRJNA470566	SRR7135733	pair-end	2018	Y9(YN171and93275),30?DAP (days after pollination),cotyledon	Endosperm	Other	Development	Normal	10.1093/dnares/dsy030
PRJNA470566	SRR7135734	pair-end	2018	9Y(93275andYN171),30?DAP (days after pollination),cotyledon	Endosperm	Other	Development	Normal	10.1093/dnares/dsy030
PRJNA470566	SRR7135735	pair-end	2018	9Y(93275andYN171),30?DAP (days after pollination),cotyledon	Endosperm	Other	Development	Normal	10.1093/dnares/dsy030
PRJNA470566	SRR7135736	pair-end	2018	YN171(semi-winter),30?DAP (days after pollination),cotyledon	Endosperm	Other	Development	Normal	10.1093/dnares/dsy030
PRJNA470566	SRR7135737	pair-end	2018	YN171(semi-winter),30?DAP (days after pollination),cotyledon	Endosperm	Other	Development	Normal	10.1093/dnares/dsy030
PRJNA470566	SRR7135738	pair-end	2018	93275(semi-winter),30?DAP (days after pollination),cotyledon	Endosperm	Other	Development	Normal	10.1093/dnares/dsy030
PRJNA470566	SRR7135739	pair-end	2018	93275(semi-winter),30?DAP (days after pollination),cotyledon	Endosperm	Other	Development	Normal	10.1093/dnares/dsy030
PRJNA471157	SRR7159498	pair-end	2018	T45B#2(OsPGIP2 transgenic line),S.sclerotiorum,3dpi,adult	Stem	Other	Biotic	S.sclerotiorum	10.1093/jxb/ery138
PRJNA471157	SRR7159500	pair-end	2018	7-5D(OsPGIP2 transgenic line),S.sclerotiorum,3dpi,adult	Stem	Other	Biotic	S.sclerotiorum	10.1093/jxb/ery138
PRJNA471157	SRR7159501	pair-end	2018	7-5 (wild type),S.sclerotiorum,3dpi,adult	Stem	Other	Biotic	S.sclerotiorum	10.1093/jxb/ery138
PRJNA477556	SRR7413599	pair-end	2018	NLA51-1(Topas,DH16516 Rlm transgenic line ),L.maculans,3dpi	Cotyledon	Seedling	Biotic	L.maculans	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413600	pair-end	2018	Topas DH16516(susceptible),L.maculans,3dpi	Cotyledon	Seedling	Biotic	L.maculans	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413601	pair-end	2018	Topas DH16516(susceptible),L.maculans,3dpi	Cotyledon	Seedling	Biotic	L.maculans	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413602	pair-end	2018	Topas DH16516(susceptible),L.maculans,3dpi	Cotyledon	Seedling	Biotic	L.maculans	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413603	pair-end	2018	Topas DH16516(susceptible),mock,7-10 days	Cotyledon	Other	Development	Normal	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413604	pair-end	2018	Topas DH16516(susceptible),mock,7-10 days	Cotyledon	Other	Development	Normal	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413605	pair-end	2018	NLA51-1(Topas,DH16516 Rlm transgenic line ),L.maculans,3dpi	Cotyledon	Seedling	Biotic	L.maculans	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413606	pair-end	2018	NLA51-1(Topas,DH16516 Rlm transgenic line ),L.maculans,3dpi	Cotyledon	Seedling	Biotic	L.maculans	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413607	pair-end	2018	NLA51-1(Topas,DH16516 Rlm transgenic line ),mock,3dpi,7-10 days	Cotyledon	Other	Development	Normal	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413608	pair-end	2018	Topas DH16516(susceptible),mock,3dpi,7-10 days	Cotyledon	Other	Development	Normal	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413609	pair-end	2018	Topas DH16516(susceptible),L.maculans,1dpi	Cotyledon	Seedling	Biotic	L.maculans	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413610	pair-end	2018	NLA51-1(Topas,DH16516 Rlm transgenic line ),L.maculans,1dpi	Cotyledon	Seedling	Biotic	L.maculans	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413611	pair-end	2018	NLA51-1(Topas,DH16516 Rlm transgenic line ),L.maculans,1dpi	Cotyledon	Seedling	Biotic	L.maculans	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413612	pair-end	2018	NLA51-1(Topas,DH16516 Rlm transgenic line ),L.maculans,1dpi	Cotyledon	Seedling	Biotic	L.maculans	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413613	pair-end	2018	NLA51-1(Topas,DH16516 Rlm transgenic line ),mock,1dpi,7-10 days	Cotyledon	Other	Development	Normal	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413614	pair-end	2018	NLA51-1(Topas,DH16516 Rlm transgenic line ),mock,3dpi,7-10 days	Cotyledon	Other	Development	Normal	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413615	pair-end	2018	Topas DH16516(susceptible),mock,1dpi,7-10 days	Cotyledon	Other	Development	Normal	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413616	pair-end	2018	Topas DH16516(susceptible),mock,1dpi,7-10 days	Cotyledon	Other	Development	Normal	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413617	pair-end	2018	NLA51-1(Topas,DH16516 Rlm transgenic line ),mock,1dpi,7-10 days	Cotyledon	Other	Development	Normal	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413618	pair-end	2018	Topas DH16516(susceptible),mock,1dpi,7-10 days	Cotyledon	Other	Development	Normal	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413619	pair-end	2018	NLA51-1(Topas,DH16516 Rlm transgenic line ),mock,1dpi,7-10 days	Cotyledon	Other	Development	Normal	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413620	pair-end	2018	NLA51-1(Topas,DH16516 Rlm transgenic line ),mock,1dpi,7-10 days	Cotyledon	Other	Development	Normal	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413621	pair-end	2018	Topas DH16516(susceptible),L.maculans,1dpi	Cotyledon	Seedling	Biotic	L.maculans	10.1094/MPMI-01-19-0028-R
PRJNA477556	SRR7413622	pair-end	2018	Topas DH16516(susceptible),L.maculans,1dpi	Cotyledon	Seedling	Biotic	L.maculans	10.1094/MPMI-01-19-0028-R
PRJNA482278	SRR7550104	pair-end	2019	7792-95/772/772(Winter),2.5mL 6mg/L SX-1	Anther	Bolting	Abiotic	Other	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550105	pair-end	2019	7792-95/772/772(Winter),2.5mL 6mg/L SX-1	Anther	Bolting	Abiotic	Other	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550106	pair-end	2019	7792-95/772/772(Winter),2.5mL 6mg/L SX-1	Anther	Bolting	Abiotic	Other	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550107	pair-end	2019	7792-95/772/772(Winter),2.5mL 6mg/L SX-1	Anther	Bolting	Abiotic	Other	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550108	pair-end	2019	7792-95/772/772(Winter),control	Anther	Bolting	Development	Normal	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550109	pair-end	2019	7792-95/772/772(Winter),control	Anther	Bolting	Development	Normal	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550110	pair-end	2019	7792-95/772/772(Winter),control	Anther	Bolting	Development	Normal	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550111	pair-end	2019	7792-95/772/772(Winter),control	Anther	Bolting	Development	Normal	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550112	pair-end	2019	7792-95/772/772(Winter),control	Anther	Bolting	Development	Normal	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550113	pair-end	2019	7792-95/772/772(Winter),control	Anther	Bolting	Development	Normal	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550114	pair-end	2019	7792-95/772/772(Winter),control	Bud	Bolting	Development	Normal	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550115	pair-end	2019	7792-95/772/772(Winter),control	Bud	Bolting	Development	Normal	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550116	pair-end	2019	7792-95/772/772(Winter),control	Anther	Bolting	Development	Normal	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550117	pair-end	2019	7792-95/772/772(Winter),control	Bud	Bolting	Development	Normal	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550118	pair-end	2019	7792-95/772/772(Winter),2.5mL 6mg/L SX-1	Anther	Bolting	Abiotic	Other	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550119	pair-end	2019	7792-95/772/772(Winter),2.5mL 6mg/L SX-1	Anther	Bolting	Abiotic	Other	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550120	pair-end	2019	7792-95/772/772(Winter),2.5mL 6mg/L SX-1	Anther	Bolting	Abiotic	Other	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550121	pair-end	2019	7792-95/772/772(Winter),2.5mL 6mg/L SX-1	Anther	Bolting	Abiotic	Other	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550122	pair-end	2019	7792-95/772/772(Winter),2.5mL 6mg/L SX-1	Anther	Bolting	Abiotic	Other	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550123	pair-end	2019	7792-95/772/772(Winter),2.5mL 6mg/L SX-1	Bud	Bolting	Abiotic	Other	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550124	pair-end	2019	7792-95/772/772(Winter),2.5mL 6mg/L SX-1	Bud	Bolting	Abiotic	Other	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550125	pair-end	2019	7792-95/772/772(Winter),2.5mL 6mg/L SX-1	Bud	Bolting	Abiotic	Other	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550126	pair-end	2019	7792-95/772/772(Winter),control	Anther	Bolting	Development	Normal	10.1186/s12864-018-5203-y
PRJNA482278	SRR7550127	pair-end	2019	7792-95/772/772(Winter),control	Anther	Bolting	Development	Normal	10.1186/s12864-018-5203-y
PRJNA484176	SRR7637972	pair-end	2018	distiled water,6-week-old	Leaf	Other	Development	Normal	10.1016/j.biocontrol.2020.104262
PRJNA484176	SRR7637973	pair-end	2018	distiled water,6-week-old	Leaf	Other	Development	Normal	10.1016/j.biocontrol.2020.104262
PRJNA484176	SRR7637974	pair-end	2018	Bt strain 4F5,5 days after induction	Leaf	Seedling	Biotic	Other	10.1016/j.biocontrol.2020.104262
PRJNA484176	SRR7637975	pair-end	2018	Bt strain 4F5,5 days after induction	Leaf	Seedling	Biotic	Other	10.1016/j.biocontrol.2020.104262
PRJNA484176	SRR7637976	pair-end	2018	Bt strain 4F5,5 days after induction	Leaf	Seedling	Biotic	Other	10.1016/j.biocontrol.2020.104262
PRJNA484176	SRR7637977	pair-end	2018	Bt strain 4BM1,5 days after induction	Leaf	Seedling	Biotic	Other	10.1016/j.biocontrol.2020.104262
PRJNA484176	SRR7637978	pair-end	2018	Bt strain 4BM1,5 days after induction	Leaf	Seedling	Biotic	Other	10.1016/j.biocontrol.2020.104262
PRJNA484176	SRR7637979	pair-end	2018	Bt strain 4BM1,5 days after induction	Leaf	Seedling	Biotic	Other	NA
PRJNA488314	SRR7764349	pair-end	2019	drought,three weeks	Leaf	Other	Abiotic	Drought	NA
PRJNA488314	SRR7764350	pair-end	2019	sentry summer rape,three weeks	Leaf	Other	Development	Normal	NA
PRJNA488314	SRR7764351	pair-end	2019	sentry summer rape,three weeks	Leaf	Other	Development	Normal	NA
PRJNA488314	SRR7764352	pair-end	2019	sentry summer rape,three weeks	Leaf	Other	Development	Normal	NA
PRJNA488314	SRR7764353	pair-end	2019	cold,three weeks	Leaf	Other	Abiotic	Cold	NA
PRJNA488314	SRR7764354	pair-end	2019	cold,three weeks	Leaf	Other	Abiotic	Cold	NA
PRJNA488314	SRR7764355	pair-end	2019	drought,three weeks	Leaf	Other	Abiotic	Drought	NA
PRJNA488314	SRR7764356	pair-end	2019	drought,three weeks	Leaf	Other	Abiotic	Drought	NA
PRJNA488314	SRR7764357	pair-end	2019	heat,three weeks	Leaf	Other	Abiotic	Heat	NA
PRJNA488314	SRR7764358	pair-end	2019	cold,three weeks	Leaf	Other	Abiotic	Cold	NA
PRJNA488314	SRR7764359	pair-end	2019	heat,three weeks	Leaf	Other	Abiotic	Heat	NA
PRJNA488314	SRR7764360	pair-end	2019	heat,three weeks	Leaf	Other	Abiotic	Heat	NA
PRJNA490162	SRR7814560	pair-end	2018	Lindora(winter),60 days after planting	Root	Rosette	Development	Normal	10.1007/s12374-020-09270-6
PRJNA490162	SRR7814561	pair-end	2018	Lindora(winter),60 days after planting	Root	Rosette	Development	Normal	10.1007/s12374-020-09270-6
